date,holiday,holiday_reason,precip,North Ave entry,North Ave exit,Quezon ave entry,Quezon ave exit,Gma Kamuning Entry,Gma Kamuning Exit,Cubao Entry,Cubao Exit,Santolan Entry,Santolan Exit,Ortigas entry,Ortigas Exit,Shaw Blvd entry,Shaw Blvd exit,Boni Ave entry,Boni Ave exit,Guadalupe Entry,Gudalupe Exit,Buendia Entry,Buedia exit,Ayale Entry,Ayala Exit,Magallanes Entry,Magallanes Exit,Taft Entry,Taft Exit,Total entry,Total Exit,time,reason,dir,station,cat_type
2017-07-04,,,1,72323,42761,34994,31923,17159,12083,39246,57915,8897,10922,17119,30337,35997,48518,22700,28381,31629,34128,14773,17386,37712,40228,31603,20063,75002,63678,439154,438323,2:51 PM,Train unloaded passengers due to technical problem.,North Bound,Ayala Avenue,CAT 3
2017-07-05,,,4,73410,39490,34182,29483,17231,11441,37398,53369,8287,10027,15859,30097,34040,50544,20849,26480,30063,31427,12994,16898,31936,39531,29275,19570,73848,59617,419372,417974,7:18 PM,Train unloaded passengers due to technical problem.,North Bound,Cubao,CAT 3
2017-07-06,,,0,74838,42871,35740,31543,16981,12433,40236,58133,8401,11110,16934,31445,35987,49932,22702,28966,31895,34120,14482,17808,37514,42179,32706,20382,76968,63654,445384,444576,3:28 PM,Train unloaded passengers due to technical problem.,North Bound,Ayala Avenue,CAT 3
2017-07-07,,,0,77134,46723,37057,32769,18156,13058,43855,64698,9137,11406,17917,33372,38892,52702,23887,28988,33930,35137,15172,18188,39911,43488,35601,21242,81329,69044,471978,470815,,,,,
2017-07-08,,,7,52183,37507,22993,21586,10679,8667,36319,52105,4647,6426,9436,18885,28697,36948,16122,16641,27685,25522,7588,7408,25872,25927,21992,11392,59156,53304,323369,322318,7:43 PM,MRT-3 resumed operation.,South Bound,Santolan Anapolis - Ortigas,CAT 4
2017-07-09,,,0,35615,22225,13729,11818,7217,4432,25598,29653,2459,3525,4910,10606,17641,22489,9393,11045,17700,18658,2840,3931,14819,17985,9564,6844,38785,36602,200270,199813,,,,,
2017-07-10,,,20,78732,42231,35938,31039,19524,12001,40896,56894,8447,11101,16207,31491,35785,50988,21548,29021,31442,35420,13330,18110,34798,42419,30529,21551,79405,63300,446581,445566,,,,,
2017-07-11,,,4,75018,43249,35103,32242,17436,12618,39916,58452,8538,11175,16646,31192,36308,49554,22721,28744,31992,33956,14879,17906,37595,41376,32352,20882,77197,63257,445701,444603,7:14 PM,MRT-3 operation temporarily stopped due track problem.,South Bound,Santolan Anapolis - Ortigas,CAT 4
2017-07-12,,,0,74044,42688,34210,31825,17314,12192,38790,56546,8369,10489,16675,30510,36344,49024,22586,28362,31853,33060,13914,17626,35123,40837,31880,20407,77823,64345,438925,437911,,,,,
2017-07-13,,,2,74480,44876,35018,32215,17299,12146,40629,58440,8695,10839,17488,31954,36858,50282,22847,28781,31808,34120,14722,17770,37757,41585,33938,20352,76298,63336,447837,446696,8:55 AM,Train unloaded passengers at Cubao Station SB at 8:55 am due to technical problem.,South Bound,Cubao,CAT 3
2017-07-14,,,18,77600,48027,36299,32343,18562,12480,42588,64164,9244,11391,18289,32393,39518,52602,23467,28113,33151,34376,14530,17977,38341,43355,34450,20727,81333,67384,467372,465332,7:22 AM,Train unloaded passengers at Buendia NB at 7:22 AM due to technical problem.,North Bound,Buendia,CAT 3
2017-07-15,,,13,55111,41895,24230,23673,10967,9491,37072,55436,4782,6612,10415,20117,31383,38760,17608,17719,29437,26217,8293,7994,28235,27323,25585,12572,61630,55644,344748,343453,3:22 PM,Train unloaded passengers due to technical problem.,South Bound,Guadalupe,CAT 2
2017-07-16,,,0,38489,25588,14202,12087,7675,4581,27012,32486,2592,3677,5221,11265,19170,23463,10426,11816,19046,19628,2846,3731,15752,18956,10265,7088,41456,39161,214152,213527,5:27 PM,Train unloaded passengers due to technical problem.,North Bound,Magallanes,CAT 2
2017-07-17,,,1,77836,41482,35829,30456,19398,11856,41567,56772,8583,11107,16761,31687,34924,50783,21315,28945,31575,35439,13408,17600,34997,42552,30689,21548,78369,63936,445251,444163,3:01 PM,Train unloaded passengers due to technical problem.,North Bound,Guadalupe,CAT 2
2017-07-18,,,0,75924,44457,35764,32604,18131,12600,40898,59244,8853,11269,17154,31997,37753,51211,23329,29562,32605,34839,14928,18339,38919,42465,33466,21045,78825,65861,456549,455493,7:18 PM,Train unloaded passengers due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-07-19,,,3,74819,43527,35281,32399,17797,12384,40348,59230,8585,10951,17002,32119,37348,50763,23290,29077,32571,33840,14728,18204,39061,42497,33023,20897,78477,65599,452330,451487,10:06 AM,Train unloaded passengers due to train failure.,South Bound,Quezon Avenue,CAT 3
2017-07-20,,,14,75017,43329,35556,32416,17492,12216,40039,58642,8583,10989,16881,31772,37005,50493,23306,28734,32350,33978,14462,17983,38307,42281,32432,20757,76667,63668,448097,447258,9:30 PM,Train unloaded pax at Santolan Stn NB at 9:30 pm due to technical problem.,North Bound,Santolan Anapolis,CAT 3
2017-07-21,,,2,77712,46790,37048,32998,18128,12883,41884,65268,8723,11184,17672,33086,39329,52908,24061,28808,33950,35040,15332,18440,41756,44380,35087,20953,81710,68484,472392,471222,,,,,
2017-07-22,,,6,51130,36325,22629,21500,10064,8975,35004,51184,4508,6368,9335,18479,28509,35688,16004,17212,27868,25115,7869,8160,26724,25935,22601,11969,57951,51854,320196,318764,5:00 PM,Train unloaded pax at Ayala Stn SB at 5:00 pm due to technical problem. ,South Bound,Ayala Avenue,CAT 3
2017-07-23,,,0,36644,22653,13880,11615,7241,4391,25947,30771,2425,3566,4822,10454,17574,22654,9475,11136,17655,18685,2732,3834,15036,18381,9677,7001,39633,37054,202741,202195,,,,,
2017-07-24,,,0,74559,39882,31826,27189,17059,10439,38728,52817,7278,9929,15254,29409,33360,47676,20307,27081,28876,32390,11977,17070,31887,40452,28618,20515,74478,58511,414207,413360,3:33 PM,Provisional service lifted at 3:33 pm and normal revenue operation resumed.,North Bound,Shaw Boulevard - Taft Avenue,CAT 1
2017-07-25,,,35,76047,44856,36052,32734,17891,12707,39917,59198,9063,11326,17597,32222,37702,51434,23244,29774,32605,34713,15045,18272,39464,42811,34311,21162,78599,65509,457537,456718,,,,,
2017-07-26,,,82,71740,43300,34571,31479,17373,11946,38850,57737,8447,10421,17151,31303,36896,49721,23574,28764,31827,33891,14583,17415,38958,41995,33771,20089,75732,64645,443473,442706,3:00 PM,Provisional Service implemented at 3pm from Shaw to Taft Avenue Stn and vice versa due to technical problem.,South Bound,Shaw Boulevard - Taft Avenue,CAT 4
2017-07-27,,,76,64965,37842,30463,27183,13894,9749,34686,50764,7040,9306,14334,27445,32525,43779,20216,24906,27399,29141,12711,15757,34410,37443,27919,18190,65854,54713,386416,386218,6:12 AM,Train unloaded passengers due to technical problem.,South Bound,Shaw Boulevard,CAT 3
2017-07-28,,,20,72478,43908,34395,30467,16186,11413,40666,62954,8226,10377,16830,31500,37385,50111,22592,26861,31585,31947,14627,17217,40055,42861,33244,19432,74384,62737,442653,441785,,,,,
2017-07-29,,,3,49452,35559,22198,21339,9872,8774,34694,51430,4407,6544,9505,19116,29199,38235,16198,16758,28036,24576,7992,7469,26446,26002,23507,11573,57740,50681,319246,318056,10:08 PM,Train unloaded passengers due to technical problem.,North Bound,Santolan Anapolis,CAT 3
2017-07-30,,,2,36984,23758,13695,11576,7399,4471,27069,31700,2515,3594,5354,11619,18702,23458,10272,12298,18278,19327,2898,3859,15167,18077,10209,7147,40770,37546,209312,208430,9:44 PM,Train unloaded pax at 9:44 pm at Boni Stn NB due to technical problem.,North Bound,Boni Avenue,CAT 3
2017-07-31,,,5,80079,43950,37396,32752,20766,12495,40808,58473,9056,11484,17274,32564,37151,52667,22335,29474,32630,36463,13884,18386,36934,43985,31991,22197,81362,65793,461666,460683,8:47 AM,Train stopped moving due to technical problem.,South Bound,Magallanes - Taft Avenue,CAT 3
2017-08-01,,,11,77807,45055,36898,33549,18501,12728,41788,59316,9378,11811,18129,32689,37979,51836,23804,30038,33533,35281,14598,18853,35962,43003,35106,21344,79608,66408,463091,461911,7:49 AM,Train unloaded passengers due to technical problem,South Bound,Cubao,CAT 2
2017-08-02,,,77,75555,44278,36145,32855,17411,12258,40069,59515,8828,11335,16861,31713,37324,50699,23737,29778,33046,34454,15079,18265,39019,42284,33944,20873,78857,66585,455875,454892,9:01 PM,Normal operation resumed from North Ave. Station to Taft Ave. Station and vice versa at 9:01PM.,South Bound,North Avenue - Quezon Avenue,CAT 1
2017-08-03,,,0,75033,43950,34216,32762,16807,12584,39656,60184,8650,11060,17335,31822,37732,49821,23534,29013,32639,34198,15477,17955,39016,43124,34844,20884,78306,64709,453245,452066,8:48 PM,Service interruption due to Signaling problem at North Ave. Station to Quezon Ave. Station SB at 8:48 PM.,South Bound,North Avenue - Quezon Avenue,CAT 4
2017-08-04,,,0,78665,48297,37428,33877,18638,13390,43672,66590,9264,11709,18955,34491,39923,53880,24690,29498,35142,35748,15730,18806,41463,46020,37906,21697,84046,70376,485522,484379,2:11 PM,Train unloaded pax at 2:11pm at Santolan Stn SB due to technical problem. ,South Bound,Santolan Anapolis,CAT 2
2017-08-05,,,7,52662,39075,23500,22967,10960,9382,37300,55138,5032,6813,9942,19248,29582,37177,16990,17735,29309,26123,8398,7858,28069,27607,24358,12040,60723,54697,336825,335860,6:30 PM,Service Interruption due to train door failure at interstation of Santolan Cubao NB at 6:30 pm.,North Bound,Santolan Anapolis - Cubao,CAT 4
2017-08-06,,,18,39221,25728,13870,12057,7768,5052,28548,32251,2680,3746,4847,10853,18311,23204,10230,11849,19889,20679,2964,3944,15602,18858,10075,7312,41483,39499,215488,215032,,,,,
2017-08-07,,,3,80067,42341,36694,31881,20049,12168,39463,57603,8602,11449,16614,32481,36291,51480,21841,29031,32118,36051,13854,18279,35430,43483,32145,22177,80517,64165,453685,452589,6:30 PM,Train unloaded pax at 6:50 pm at Cubao Stn NB due to technical problem.,North Bound,Santolan Anapolis - Cubao,CAT 4
2017-08-08,,,0,75911,44817,36205,33769,18313,12920,39558,59455,8903,11297,17630,32272,38011,51138,23355,29479,33107,35049,15294,18499,40283,43121,34636,21358,78795,65801,460001,458975,4:19 PM,Provisional Service implemented from North Ave to Shaw Blvd Stn at 4:19pm due to technical problem.,South Bound,North Avenue - Shaw Boulevard,CAT 4
2017-08-09,,,0,75249,42298,36452,32511,17372,12384,39308,57671,7947,10446,16929,31935,36893,50279,23001,28805,31940,34242,14385,18238,36032,42414,33283,20929,79596,65206,448387,447358,7:27 PM,Train unloaded pax at Santolan Stn SB at 7:27pm due to technical problem.,South Bound,Santolan Anapolis,CAT 3
2017-08-10,,,0,75181,43628,36731,33082,17555,12385,38949,58413,8711,11424,17252,31837,37348,50859,23042,29018,32204,34317,14705,18098,38528,42429,33427,21132,78506,64471,452139,451093,4:15 PM,Provisional Service lifted and normal operation resumed at 4:15 pm.,North Bound,North Avenue - Shaw Boulevard,CAT 1
2017-08-11,,,0,78305,44423,37709,32291,19336,12415,41272,61786,8975,12191,18101,33031,38225,51793,23283,27991,33543,34392,13656,18709,35803,44066,34703,21510,81490,68150,464401,462748,3:00 PM,Provisional Service implemented  from North Ave to Shaw Blvd Stn at 3 pm due to technical problem. ,South Bound,North Avenue - Shaw Boulevard,CAT 4
2017-08-12,,,0,52606,38216,23738,23113,10652,9205,35583,53561,4720,6574,9925,19564,29624,37354,17195,17640,28884,25762,8350,7961,27330,26872,23961,11785,59731,53780,332299,331387,1:56 PM,Train unloaded passengers at Buendia Station SB at 1:56 PM due to technical problem.,South Bound,Buendia,CAT 3
2017-08-13,,,0,36846,23440,13773,11523,7292,4580,26927,31490,2607,3677,5066,11096,18081,22655,9927,11559,18198,19048,2916,3891,15412,18745,10072,7177,40060,37793,207177,206674,,,,,
2017-08-14,,,3,79867,38233,35844,29097,18644,11088,37861,51410,8141,10687,16479,31707,34326,52570,20196,26454,28881,32950,12027,18227,30606,41004,27785,21199,71541,55949,422198,420575,11:28 AM,Train unloaded passengers at Kamuning Station SB at 11:28 AM due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-08-15,,,0,78057,44024,37132,32350,17747,12194,40196,57246,8551,11080,17441,32431,37542,53640,22443,27884,31222,32606,13767,18645,36226,41511,31780,21282,73949,60017,446053,444910,5:52 AM,Train unloaded passengers due to technical problem.,South Bound,Ortigas,CAT 3
2017-08-16,,,4,76575,45322,36479,34259,17945,12685,41189,61136,8905,11476,17373,32315,38575,51860,24271,30062,34411,35689,15062,18228,39860,43183,34034,21360,80245,66199,464924,463774,10:05 PM,Provisional Service implemented at 10:05 pm from North Ave to Shaw Blvd Station due to flooded tracks.,South Bound,North Avenue - Shaw Boulevard,CAT 4
2017-08-17,,,0,76640,44753,36926,33911,17649,12592,40537,60343,8865,11619,17322,32325,38362,51578,24310,29793,33496,34906,14754,18162,40647,43375,34276,21573,78490,66179,462274,461109,4:13 PM,Train unloaded pax at 4:13pm at Quezon Ave Stn SB due to technical problem.,South Bound,Quezon Avenue,CAT 3
2017-08-18,,,11,79403,48759,38253,34480,18926,13282,44435,66697,9420,11602,18952,34168,40502,54335,25270,29972,34959,35817,15767,19020,41993,45671,37862,21877,83341,71712,489083,487392,3:51 PM,Train unloaded pax at 3:51pm at GMA Kamuning Stn NB due to technical problem.,North Bound,GMA Kamuning,CAT 3
2017-08-19,,,173,52020,37791,22523,21287,10177,8666,36048,51654,4711,6253,9914,18798,29444,37452,17215,16813,28689,25272,8194,8042,26095,27261,23746,12041,57741,54252,326517,325582,3:39 PM,Train unloaded pax at 3:39pm at Guadalupe Stn NB due to technical problem.,North Bound,Guadalupe,CAT 3
2017-08-20,,,0,35443,24430,13746,11749,6730,4655,27565,32562,2495,3565,5063,11095,18393,22707,10573,11104,18974,18827,2924,3608,15805,18743,10047,6539,41344,38958,209102,208542,1:25 PM,Train unloaded passengers due to technical problem.,North Bound,Boni Avenue,CAT 2
2017-08-21,1,Ninoy Aquino Day ,34,48448,23971,17370,13992,9411,4647,27977,33570,2667,4057,6086,15146,19478,27888,10922,15466,17898,21907,3566,6229,17208,24111,12973,10340,44432,36731,238436,238055,,,,,
2017-08-22,,,11,77238,44666,35300,31434,18728,11779,38096,57128,8473,10736,16828,31556,37214,49583,22115,28022,30308,33843,14263,18279,37373,42463,31936,21303,77313,63554,445185,444346,6:00 PM,Train unloaded passengers due to technical problem.,North Bound,Buendia,CAT 3
2017-08-23,,,0,77361,44352,37057,33843,17903,12602,40466,59033,8803,11294,17559,32727,37959,51326,23751,29547,33286,34961,14816,19069,38309,43015,33060,21712,80181,66187,460511,459668,3:46 PM,"Train experienced technical problem, unloaded passengers at Cubao Station SB.",South Bound,GMA Kamuning - Cubao,CAT 3
2017-08-24,,,0,75485,44019,36836,33740,17609,12458,39256,58830,8743,11497,17513,32430,37330,50446,23663,28935,32554,34769,14773,18419,39126,42785,33782,21248,77951,64161,454621,453737,4:25 PM,Train unloaded passengers due to technical problem.,South Bound,Quezon Avenue,CAT 2
2017-08-25,,,48,79675,48691,38405,34729,18644,13169,42090,67563,9612,11858,19725,34646,41645,54113,25322,29955,34658,35795,16084,18871,42750,45560,37674,21792,82488,70911,488772,487653,6:22 AM,Train unloaded passengers at Magallanes Station SB at 6:22AM due to technical problem.,South Bound,Magallanes,CAT 2
2017-08-26,,,2,52076,38031,23408,22189,10326,8862,34636,52597,4539,6405,9634,19268,28975,36320,16491,16550,27883,24248,7675,7555,26504,25937,23069,11799,57039,51693,322255,321454,8:18 PM,Train unloaded passengers due to technical problem.,South Bound,Ayala Avenue,CAT 3
2017-08-27,,,0,35984,23866,14196,11818,6478,4372,26094,31805,2428,3539,5390,11363,18292,22467,9889,10593,18298,17823,2884,3549,15547,18611,9941,6755,39599,37994,205020,204555,,,,,
2017-08-28,1,National Heroes' Day ,38,48304,25062,17914,14352,9353,4570,28562,33362,2730,3968,6278,15065,19930,28214,10716,14838,18322,21727,3498,6249,17288,24294,12726,10489,45036,38012,240657,240202,8:58 AM,Train unloaded pax at 8:58 am at Ortigas Stn SB due to technical problem.,South Bound,Ortigas,CAT 3
2017-08-29,,,0,80010,44108,37757,33665,19065,12507,36152,58675,9150,11156,17676,32328,37513,50433,23101,29833,31958,35857,14784,18938,38157,42789,34399,21985,79990,65995,459712,458269,,,,,
2017-08-30,,,11,76422,44857,37216,34248,18683,12593,39403,59470,8122,10205,17821,33416,38528,51560,24054,29797,33934,35623,15362,18647,39992,43359,34199,21628,79769,67178,463505,462581,5:40 PM,Train unloaded passengers at 5:40 pm Shaw Boulevard station NB due to technical problem.,North Bound,Shaw Boulevard,CAT 3
2017-08-31,,,8,80735,47083,39482,34817,19384,13576,42659,66120,9668,11989,19225,34650,40054,54677,25241,29795,34431,35447,15815,19124,38511,45342,37290,22519,83259,69393,485754,484532,2:50 PM,Train unloaded pax at Cubao Stn. NB at 2:50 PM due to technical problem.,North Bound,Cubao,CAT 2
2017-09-01,1,Eid'l Adha,7,51291,32769,21205,17871,8835,6277,32920,46067,3473,4979,9609,19689,26586,33421,15467,16601,25001,23247,5675,6963,23947,27332,17669,10811,52322,47170,294000,293197,10:46 PM,Train unloaded pax at 10:46pm at Guadalupe Stn NB due to technical problem.,North Bound,Guadalupe,CAT 3
2017-09-02,,,4,50300,34300,22266,20866,10128,8067,34871,47960,4326,6412,9161,18505,27682,35393,15173,16313,26698,24730,6871,7206,23921,25049,20135,11178,55714,50646,307246,306625,,,,,
2017-09-03,,,0,37539,23151,13926,11766,7861,4461,26647,32253,2403,3539,4934,10803,18625,23521,10117,12212,17764,19448,2801,3786,14909,18372,9918,7215,41178,37645,208622,208172,,,,,
2017-09-04,,,24,78508,43546,36304,32138,19330,12467,38924,57600,8993,11719,17323,32373,37286,51183,22034,29129,32458,36166,14208,18091,36586,41258,32935,22094,78715,64623,453604,452387,9:39 AM,Provisional Service lifted and normal operation resumed at 9:39am.,North Bound,Shaw Boulevard - Taft Avenue,CAT 1
2017-09-05,,,24,75258,43926,36288,33113,18797,12645,38958,58828,8738,11015,17132,32035,37407,50644,22976,29754,32194,34487,15320,18775,37873,42981,34340,21429,78209,63000,453490,452632,,,,,
2017-09-06,,,0,76152,44469,36814,33698,17084,13046,39941,61318,8924,11640,18499,32251,39047,51801,24410,29599,33908,35673,15105,18326,39568,42666,34403,21688,82906,69130,466761,465305,8:51 AM,Provisional Service implemented from Shaw Blvd to Taft Ave Stn & vice versa at 8:51am due to track problem.,South Bound,Shaw Boulevard - Taft Avenue,CAT 4
2017-09-07,,,0,77069,43192,36393,32719,17307,12551,38528,58564,8468,11096,17708,32996,37594,51221,23149,29158,32367,34521,14265,18449,37687,42315,33828,21339,78952,64432,453315,452553,6:51 AM,Provisional Service lifted at 6:51am and normal operation resumed.,North Bound,Shaw Boulevard - Taft Avenue,CAT 1
2017-09-08,,,0,79899,46397,38102,33460,18617,12992,42008,64515,8908,11376,18583,34386,40175,53292,24277,29088,33723,35068,14540,18817,38371,44781,35020,21746,83582,68732,475805,474650,6:43 AM,Provisional Service implemented from Shaw Blvd to Taft Avenue Stn and vice versa at 6:43am.,South Bound,Shaw Boulevard - Taft Avenue,CAT 4
2017-09-09,,,14,53204,37833,23724,22774,11219,9027,36290,52690,4721,6419,9825,19641,28941,37571,16713,17670,27760,25818,7976,7898,26841,26644,23633,12313,59963,53607,330810,329905,6:17 AM,Train unloaded pax at Quezon Ave Stn SB at 6:17am due to technical problem.,South Bound,Quezon Avenue,CAT 3
2017-09-10,,,0,37478,23116,14202,11764,7259,4472,27102,32206,2657,3666,5105,11034,18642,23161,9889,11449,18344,19659,3031,4024,15397,18911,10237,7296,40138,38261,209481,209019,,,,,
2017-09-11,,,141,71497,39455,33431,29126,17861,12077,36550,54254,8149,10150,15617,29206,34987,49733,20817,26889,29577,33198,12700,16479,34094,39990,30554,20499,76841,59802,422675,420858,7:23 AM,Train unloaded passengers at Ayala Station SB at 7:23 AM due to technical problem.,South Bound,Ayala Avenue,CAT 3
2017-09-12,,,99,57910,34964,25035,21525,11580,7499,28150,44169,5454,6926,12614,23041,26406,35614,17558,20705,22680,24160,10405,12440,32263,32305,19534,14716,51228,43187,320817,321251,5:23 AM,Train unloaded passengers at Shaw pocket track SB at 5:23 AM due to technical problem.,South Bound,Shaw Boulevard,CAT 3
2017-09-13,,,15,72910,42998,35030,32713,16493,12289,38452,56611,8624,10664,17908,30495,37610,48503,22302,29153,31309,33874,14302,17468,38023,41145,31430,20492,78436,65467,442829,441872,5:44 AM,Train unloaded pax at Santolan Stn NB at 5:44am due to technical problem.,North Bound,Santolan Anapolis,CAT 2
2017-09-14,,,14,76954,44023,36845,33741,17061,12548,40223,59465,8570,10952,18145,33341,37945,51108,23758,29101,33120,34882,14047,18577,37884,43547,34664,21056,80212,66109,459428,458450,5:13 PM,Train unloaded pax at Guadalupe Stn NB at 5:13pm due to technical problem.,North Bound,Buendia - Guadalupe,CAT 3
2017-09-15,,,0,78584,50645,36986,34323,18939,13208,44538,67106,9656,12131,20646,34753,41235,53580,24091,28983,34394,35189,15589,18837,40653,45113,37975,21665,85708,71761,488994,487294,8:40 AM,Train unloaded pax at Shaw Blvd Stn NB at 8:40am due to technical problem. ,North Bound,Shaw Boulevard,CAT 3
2017-09-16,,,0,55730,40468,25064,24077,11603,9472,39935,57428,5228,7171,10545,20725,31220,38935,17895,18519,30115,27089,8699,8208,28440,27607,25451,12666,63813,59802,353738,352167,6:00 AM,Train unloaded pax at Santolan Stn NB at 6:00am due to technical problem.,North Bound,Santolan Anapolis,CAT 3
2017-09-17,,,0,39241,24966,15038,12607,7698,4733,28954,33758,2560,3732,5180,11240,19266,24254,11060,12562,19050,20046,3102,3943,16372,19485,10449,7397,43558,42177,221528,220900,,,,,
2017-09-18,,,0,79948,42202,36698,31754,18819,12111,39010,57468,8688,11211,17077,31986,36650,51012,22135,29114,31972,36413,13184,18416,34815,42910,32329,22113,81600,65198,452925,451908,7:03 PM,Train unloaded passengers at Santolan Station NB at 7:03PM due to technical problem.,North Bound,Santolan Anapolis,CAT 3
2017-09-19,,,3,77333,46170,36892,33849,17825,12726,41551,61112,8990,11750,18924,32854,38888,51940,24278,30388,33653,35841,15098,18702,39374,43368,35002,21880,81423,67616,469231,468196,3:24 PM,Train unloaded passengers at Shaw Station NB at 3:24PM due to technical problem.,North Bound,Shaw Boulevard,CAT 3
2017-09-20,,,1,77660,47678,37424,34953,17843,13143,42197,62115,9423,11062,19947,33268,40093,52984,25445,30335,35350,36443,16274,19195,41013,44886,36057,22181,83341,72454,482067,480697,8:09 AM,Train unloaded passengers due to technical problem.,South Bound,Ortigas,CAT 3
2017-09-21,,,64,70301,41073,31616,27965,12813,9472,36555,54809,5983,8263,15007,28900,35218,46216,21060,26058,29689,30744,12902,16109,37539,39827,28891,19203,69962,58052,407536,406691,,,,,
2017-09-22,,,21,79614,47972,37964,34101,19533,13454,42646,67049,9289,11345,19316,35144,41413,54317,24864,29496,34832,36207,15547,18870,41354,45562,36806,22250,85087,70919,488265,486686,7:19 AM,Train unloaded pax at Cubao Stn SB at 7:19am due to technical problem. ,South Bound,Cubao,CAT 2
2017-09-23,,,0,52996,39424,24817,24455,11632,9781,38067,56950,4766,6611,10091,20405,30620,39035,17462,17936,29635,26765,8734,8139,28314,27422,26873,12324,61766,54975,345773,344222,,,,,
2017-09-24,,,0,38142,24082,14727,12258,7672,4804,27660,32938,2516,3838,5427,11300,19049,24240,10771,12373,19719,20384,2948,3904,15788,19253,10337,7485,41694,38708,216450,215567,2:19 PM,Train unloaded pax at Santolan Stn SB at 2:19PM due to technical problem. ,South Bound,Santolan Anapolis,CAT 2
2017-09-25,,,26,78370,41613,35647,30643,18919,11950,39442,57388,8546,10760,17225,32360,36236,49852,21678,29145,30706,35112,13585,17951,35567,42805,31392,22071,79514,63972,446827,445622,12:48 PM,Train unloaded passengers at Kamuning Station NB at 12:48 PM due to technical problem.,North Bound,GMA Kamuning,CAT 3
2017-09-26,,,31,77652,45529,37168,33205,18096,12835,41915,61176,9180,11336,18132,33292,38921,52468,24009,30541,33560,36029,15732,18740,40723,43668,34179,22105,80788,67955,470055,468879,8:01 AM,Train unloaded passengers at Ortigas Station NB at 8:01AM due to technical problem.,North Bound,Ortigas,CAT 3
2017-09-27,,,1,75190,45471,36016,33590,16888,12955,40433,60685,9110,11086,18600,32732,39074,51419,23761,29832,33152,35241,14879,18043,40559,42706,34587,21421,81818,67549,464067,462730,6:27 AM,Train unloaded passengers at Kamuning Station SB at 6:27 AM due to technical problem.,South Bound,GMA Kamuning,CAT 3
2017-09-28,,,0,76638,45111,36913,33564,18063,12806,40878,60839,8916,11155,18361,33668,37801,51603,23824,29769,33397,35181,14622,18724,40495,43596,34402,21214,79781,65914,464091,463144,4:36 PM,Train unloaded pax at Buendia Stn NB at 4:36pm due to technical problem.,North Bound,Buendia,CAT 2
2017-09-29,,,2,79582,47996,38545,34151,19515,13718,43486,67797,9673,11645,19500,35865,41893,55969,25213,29587,34935,36163,15265,18892,42312,46406,37153,21998,85557,70929,492629,491116,8:11 AM,"Service interruption, provisional service implemented from North to Shaw Station. ",North Bound,Boni Avenue,CAT 4
2017-09-30,,,29,55944,41056,25262,24491,11794,9630,38740,58310,5124,7000,10825,21015,31773,40074,18183,18451,29378,26907,8601,8083,29468,28804,26387,12591,63461,57271,354940,353683,7:57 AM,Train unloaded passengers due to technical problem.,North Bound,Boni Avenue,CAT 3
